Respondent_ID,A1_Organization_Type,A2_Organization_Size,A3_Years_Of_Operation,A4_Number_Of_Employees,A5_Primary_Location,A6_Main_Waste_Type,A7_Formal_Waste_Policy,A8_Responsible_Party,B1_SegregateAtSource,B2_SeparateContainers,B3_LabelledBins,B4_EmployeeUnderstanding,B5_HazardousSeparate,B6_StorageHygiene,C1_MeasurableTargets,C2_MinimizeDisposables,C3_ReusablePreferred,C4_PaperlessProcess,C5_ProcurementConsidersRecyclability,C6_ReuseRepairRefurbish,D1_ScheduledCollection,D2_RecordsMaintained,D3_AuthorisedCollectors,D4_SafeTransport,D5_VerifiesDisposalFacility,D6_OverflowProcedures,E1_RecyclersUsed,E2_MonitorsDiversionRate,E3_OrganicComposted,E4_EmployeesIdentifyRecovery,E5_SupplierPackagingCollab,E6_RecyclingSavingsTracked,F1_RegularTraining,F2_ResponsibilitiesCommunicated,F3_AwarenessProgrammes,F4_EncouragedToReport,F5_ActiveParticipation,F6_IncentivesProvided,G1_ManagementSupport,G2_FinancialResourcesAllocated,G3_ResponsibilitiesAssigned,G4_PerformanceReviewed,G5_EnvObjectivesIntegrated,G6_CorrectiveActionsTaken,H1_AwareOfRules,H2_ComplianceReviewed,H3_LicencesMaintained,H4_ContractorsCompliance,H5_AuditsConducted,H6_NonComplianceDocumented,I1_DigitalRecording,I2_DataAnalysed,I3_KPIsUsed,I4_SmartTechUsed,I5_ReportsSharedWithMgmt,I6_DataBasedDecisions,J1_CommunicatesWithAuthorities,J2_GuidelinesConsidered,J3_CollaboratesWithRecyclers,J4_ContractorsEvaluated,J5_ParticipatesInProgrammes,J6_SuppliersEncouraged,K1_HighCosts,K2_LackOfAwareness,K3_LimitedInfrastructure,K4_InadequateMonitoring,K5_LackOfPersonnel,K6_LimitedRecyclerAccess,K7_InsufficientMgmtSupport,K8_IrregularCollection,B_Section_Score,C_Section_Score,D_Section_Score,E_Section_Score,F_Section_Score,G_Section_Score,H_Section_Score,I_Section_Score,J_Section_Score,K_Barriers_Score,Overall_Maturity_Score
R0500,Information Technology,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Commercial area,Plastic waste,Under development,External waste-management agency,3,2,1,2,3,2,2,3,2,2,3,3,1,2,2,2,2,2,2,2,3,2,4,3,2,3,4,3,3,4,3,3,2,3,3,2,1,3,3,3,3,1,2,2,2,3,3,2,3,2,4,3,3,4,4,3,3,3,4,4,3,4,2.17,2.5,1.83,2.67,3.17,2.67,2.33,2.33,3.17,3.5,2.54
R0501,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Semi-urban area,Paper and cardboard,Yes,Facility management team,3,4,4,4,4,5,4,4,4,3,4,5,2,2,3,3,3,2,3,3,2,2,3,4,4,5,4,4,4,5,4,4,4,4,4,5,3,4,4,5,4,4,4,4,3,5,4,4,5,3,5,4,5,4,3,2,4,1,2,3,2,3,4.0,4.0,2.5,2.83,4.33,4.17,4.0,4.0,4.33,2.5,3.8
R0502,Retail,Medium: 50-249 employees,3-5 years,100-249,Urban area,Plastic waste,Under development,Operations department,4,4,3,4,4,4,3,4,4,3,3,3,5,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,3,4,4,4,4,3,,2,5,4,5,4,4,5,3,4,3,3,4,3,3,4,4,5,4,4,1,1,3,3,3,2,2,2,3.83,3.33,4.17,4.17,3.83,3.4,4.5,3.33,4.0,2.12,3.84
R0503,Hospitality/Services,Small: 10-49 employees,11-20 years,10-49,Semi-urban area,Food or organic waste,Not sure,External waste-management agency,3,3,3,4,3,5,2,3,4,4,4,4,2,4,4,4,2,2,3,3,4,4,5,4,4,4,3,3,5,3,3,4,4,2,3,4,3,4,3,4,4,5,4,3,4,4,3,4,5,4,5,5,4,4,2,2,2,3,2,3,2,2,3.5,3.5,3.0,3.83,3.67,3.33,3.83,3.67,4.5,2.25,3.65
R0504,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,10-49,Industrial area,Plastic waste,No,External waste-management agency,3,2,3,3,2,3,2,2,2,4,3,3,3,5,3,4,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,2,2,3,4,4,3,3,3,5,3,3,3,4,2.67,2.67,3.5,2.67,2.67,3.0,2.83,2.83,3.17,3.38,2.89
R0505,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,10-49,Industrial area,Paper and cardboard,No,External waste-management agency,3,3,3,3,3,4,3,4,2,4,4,5,3,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,4,2,2,3,1,2,,3,3,3,3,3,3,1,3,3,2,3,4,2,3,2,2,4,3,2,,4,4,5,4,5,5,4,3.17,3.67,2.67,2.0,2.33,2.2,2.67,2.83,2.67,4.43,2.69
R0506,Hospitality/Services,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Mixed municipal waste,No,Operations department,4,3,2,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3,4,5,4,4,4,4,2,3,3,4,2,,4,3,4,3,4,3,2,2,3,1,2,4,4,4,4,4,2,4,4,3,4,3,3,3,4,4,3,4,4,4,4,5,3.5,3.5,3.17,4.17,2.8,3.5,2.33,3.67,3.33,4.0,3.33
R0507,Retail,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Plastic waste,Yes,Environmental or sustainability department,5,4,5,5,4,5,5,5,4,4,5,4,4,4,5,3,3,5,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,5,5,5,4,4,5,,4,4,3,3,3,2,3,4,5,4,5,5,3,5,2,1,2,2,3,3,1,2,4.67,4.5,4.0,4.0,4.5,4.67,4.2,3.0,4.5,2.0,4.23
R0508,Retail,Small: 10-49 employees,3-5 years,10-49,Urban area,Plastic waste,No,Facility management team,3,3,3,4,3,3,3,3,2,2,3,3,3,3,3,3,3,2,4,4,4,4,4,3,2,4,2,2,4,4,4,2,3,3,4,4,2,5,3,2,4,4,4,5,3,3,4,3,4,3,3,,3,2,3,3,3,4,3,2,3,2,3.17,2.67,2.83,3.83,3.0,3.33,3.33,3.67,3.0,2.88,3.2
R0509,Retail,Medium: 50-249 employees,Less than 3 years,50-99,Industrial area,Plastic waste,Not sure,External waste-management agency,5,4,4,4,3,5,,2,2,3,3,2,3,4,4,4,5,4,2,3,2,,3,3,4,2,2,3,2,3,4,4,3,3,4,3,5,5,4,5,4,4,,3,3,3,3,4,4,4,3,2,,4,3,3,3,3,3,3,2,4,4.17,2.4,4.0,2.6,2.67,3.5,4.5,3.2,3.4,3.0,3.38
R0510,Information Technology,Medium: 50-249 employees,6-10 years,10-49,Commercial area,Mixed municipal waste,No,External waste-management agency,4,3,3,4,4,3,2,2,3,4,2,3,4,4,3,4,3,4,4,4,5,3,5,4,3,4,4,5,5,3,4,4,5,3,4,4,3,4,3,3,3,4,3,5,4,3,4,2,4,4,3,5,2,4,3,2,2,3,4,3,2,3,3.5,2.67,3.67,4.17,4.0,4.0,3.33,3.5,3.67,2.75,3.61
R0511,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Plastic waste,No,External waste-management agency,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,3,2,3,2,2,3,2,3,3,3,2,2,3,3,3,4,2,3,3,2,2,2,2,3,3,3,2,2,3,4,3,3,4,4,4,4,3,5,4,4,4,4,2.83,2.83,3.17,2.83,2.67,2.83,2.33,2.5,3.5,4.0,2.83
R0512,Retail,Small: 10-49 employees,6-10 years,50-99,Semi-urban area,Mixed municipal waste,Not sure,External waste-management agency,3,3,3,3,2,3,2,2,2,3,3,2,3,4,3,4,4,3,3,3,3,3,3,2,3,5,4,4,4,5,2,3,4,3,3,2,3,3,3,4,3,3,2,4,4,4,4,4,3,3,5,3,4,4,4,4,4,3,3,5,3,3,2.83,2.33,3.5,2.83,4.17,2.83,3.17,3.67,3.67,3.62,3.22
R0513,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Urban area,Plastic waste,Under development,External waste-management agency,3,4,3,4,5,5,5,4,4,5,4,4,3,2,4,2,3,4,3,3,2,4,3,4,4,4,4,3,5,4,4,3,3,3,4,4,3,4,3,4,4,3,2,5,3,3,3,3,3,4,2,4,4,5,3,3,2,2,3,2,3,4,4.0,4.33,3.0,3.17,4.0,3.5,3.5,3.17,3.67,2.75,3.59
R0514,Hospitality/Services,Medium: 50-249 employees,6-10 years,100-249,Urban area,Plastic waste,Not sure,Facility management team,3,4,4,4,3,3,2,3,3,4,3,4,3,3,3,3,4,4,2,3,2,3,1,3,4,4,4,3,4,4,3,3,3,4,5,4,3,3,2,3,4,3,3,3,3,1,3,2,5,4,4,4,5,4,3,3,2,5,4,3,4,4,3.5,3.17,3.33,2.33,3.83,3.67,3.0,2.5,4.33,3.5,3.3
R0515,Information Technology,Large: 250 employees or more,3-5 years,250 or more,Urban area,Plastic waste,Under development,Environmental or sustainability department,4,3,4,4,3,5,4,5,4,2,4,5,4,3,4,3,4,4,4,4,,4,3,3,4,3,4,3,3,5,3,5,5,4,4,4,3,4,2,3,3,3,5,5,5,4,4,4,2,3,3,3,3,3,4,3,4,2,4,4,4,4,3.83,4.0,3.67,3.6,3.67,4.17,3.0,4.5,2.83,3.62,3.7
R0516,Healthcare,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Food or organic waste,Not sure,Environmental or sustainability department,3,2,3,4,4,4,4,4,2,3,3,3,3,4,3,4,4,,3,3,3,5,2,4,4,4,4,3,,5,3,4,2,4,4,3,3,4,4,3,4,4,2,5,4,4,4,3,5,4,4,3,,5,2,4,4,3,2,3,2,2,3.33,3.17,3.6,3.33,4.0,3.33,3.67,3.67,4.2,2.75,3.59
R0517,Hospitality/Services,Medium: 50-249 employees,6-10 years,50-99,Urban area,Food or organic waste,Under development,Operations department,5,3,4,4,3,4,4,5,4,4,4,4,2,3,1,2,3,3,3,3,3,4,3,5,5,4,4,4,4,4,4,3,3,4,4,4,3,3,3,2,4,4,4,5,3,4,3,5,5,4,5,4,4,5,3,3,2,4,4,3,4,3,3.83,4.17,2.33,3.5,4.17,3.67,3.17,4.0,4.5,3.25,3.7
R0518,Healthcare,Small: 10-49 employees,Less than 3 years,10-49,Urban area,Mixed municipal waste,Not sure,Facility management team,3,2,3,2,3,2,3,3,3,2,2,2,4,4,3,3,2,3,1,2,3,1,3,3,1,2,2,2,1,3,4,4,3,3,3,3,4,4,2,3,4,2,4,2,4,4,3,4,5,4,4,3,5,3,2,2,2,3,2,2,2,1,2.5,2.5,3.17,2.17,1.83,3.33,3.17,3.5,4.0,2.0,2.91
R0519,Hospitality/Services,Medium: 50-249 employees,11-20 years,50-99,Semi-urban area,Food or organic waste,Not sure,Environmental or sustainability department,5,3,5,5,5,,3,4,4,5,4,4,4,3,5,4,4,4,4,5,5,3,5,4,3,3,4,3,3,3,4,5,4,5,3,3,3,3,3,3,3,2,3,2,3,2,3,2,4,5,4,4,4,5,1,3,3,4,2,2,3,2,4.6,4.0,4.0,4.33,3.17,4.0,2.83,2.5,4.33,2.5,3.75
R0520,Manufacturing,Medium: 50-249 employees,11-20 years,50-99,Industrial area,Plastic waste,Yes,Facility management team,4,5,5,4,3,2,4,4,5,4,4,4,4,5,4,4,3,3,5,4,5,3,5,5,4,4,4,3,4,4,4,3,3,4,3,4,4,5,4,3,4,4,4,4,2,3,4,4,4,5,4,5,5,4,3,1,3,2,1,1,2,3,3.83,4.17,3.83,4.5,3.83,3.5,4.0,3.5,4.5,2.0,3.96
R0521,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Food or organic waste,No,External waste-management agency,3,3,4,2,3,3,4,3,3,3,3,3,3,3,5,4,3,4,3,4,2,3,5,3,1,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,4,3,3,3,3,4,3,4,,4,4,3,4,3,4,4,3,3,3,3.0,3.17,3.67,3.33,2.0,2.83,3.0,3.17,3.8,3.38,3.11
R0522,Information Technology,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Commercial area,Paper and cardboard,No,Operations department,2,3,3,2,3,2,3,3,2,3,3,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,2,1,2,3,2,3,3,4,4,4,4,4,3,4,4,3,3,4,5,4,2,3,3,3,3,2.5,3.0,2.67,3.0,3.0,2.83,2.17,3.67,3.5,3.38,2.93
R0523,Retail,Small: 10-49 employees,6-10 years,10-49,Semi-urban area,Paper and cardboard,Yes,Facility management team,2,3,4,4,3,4,3,3,4,4,2,2,2,4,4,5,4,5,3,2,3,4,3,,4,4,4,3,5,5,4,4,4,5,5,4,4,4,5,5,5,5,4,3,4,3,5,3,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3.33,3.0,4.0,3.0,4.17,4.33,4.67,3.67,5.0,2.88,3.91
R0524,Retail,Micro: Fewer than 10 employees,3-5 years,10-49,Urban area,Paper and cardboard,Not sure,External waste-management agency,5,4,4,3,5,3,4,4,3,3,3,5,4,4,5,3,4,4,3,3,4,2,2,4,4,3,3,3,4,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,4.0,3.67,4.0,3.0,3.33,3.5,2.83,3.33,2.83,3.25,3.39
R0525,Information Technology,Medium: 50-249 employees,11-20 years,50-99,Urban area,Mixed municipal waste,Yes,Operations department,3,3,3,4,2,3,4,3,4,3,3,4,2,4,4,5,3,3,3,4,4,3,3,3,4,4,3,4,5,5,5,4,5,4,5,4,3,4,4,4,5,4,4,4,4,5,4,4,5,4,4,2,4,3,2,1,2,2,3,2,2,1,3.0,3.5,3.5,3.33,4.17,4.5,4.0,4.17,3.67,1.88,3.76
R0526,Healthcare,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Mixed municipal waste,No,External waste-management agency,4,3,2,4,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,,3,3,3,2,3,3,2,3,3,3,2,3,2,4,4,5,4,5,4,4,3,4,4,4,5,2,4,3,3,3,2,4,3,,4,2,3,3,4,3.17,3.17,3.5,3.0,2.67,2.67,4.33,4.0,2.83,3.29,3.26
R0527,Retail,Large: 250 employees or more,11-20 years,250 or more,Urban area,Plastic waste,Under development,Environmental or sustainability department,5,4,4,4,5,4,5,5,5,4,5,4,3,4,3,4,5,4,5,4,4,4,5,4,5,3,5,5,5,4,3,3,3,4,3,2,4,4,4,2,4,4,4,4,5,3,4,4,5,3,3,3,3,3,3,1,3,,1,2,2,2,4.33,4.67,3.83,4.33,4.5,3.0,3.67,4.0,3.33,2.0,3.96
R0528,Retail,Medium: 50-249 employees,6-10 years,50-99,Semi-urban area,Plastic waste,Under development,Operations department,5,4,5,4,3,4,3,3,3,3,3,4,4,4,3,4,3,4,3,2,3,3,4,3,3,4,2,2,4,2,4,3,3,3,2,3,4,3,3,3,3,3,3,3,3,5,4,2,3,3,4,3,3,3,3,4,3,4,3,3,5,4,4.17,3.17,3.67,3.0,2.83,3.0,3.17,3.33,3.17,3.62,3.28
R0529,Retail,Small: 10-49 employees,11-20 years,10-49,Commercial area,Mixed municipal waste,Not sure,External waste-management agency,4,4,3,4,3,4,3,3,3,2,3,5,5,3,2,3,4,3,4,3,2,4,3,4,4,3,4,2,5,4,2,4,4,2,3,3,4,3,4,4,3,3,3,4,4,3,3,2,3,3,4,4,4,2,4,3,4,4,4,5,3,2,3.67,3.17,3.33,3.33,3.67,3.0,3.5,3.17,3.33,3.62,3.35
R0530,Manufacturing,Large: 250 employees or more,6-10 years,250 or more,Industrial area,Food or organic waste,Under development,Environmental or sustainability department,4,5,4,4,4,5,4,4,3,3,,2,5,4,5,4,5,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,3,4,4,5,3,4,5,4,2,3,5,3,4,5,3,3,4,5,2,2,3,3,3,2,3,3,4.33,3.2,4.5,4.67,4.17,4.33,3.83,3.67,4.0,2.62,4.08
R0531,Manufacturing,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Food or organic waste,No,External waste-management agency,2,4,3,4,3,4,4,3,5,3,5,2,2,2,1,1,3,1,4,3,5,5,3,5,5,4,5,3,5,5,3,4,5,4,4,4,3,3,2,3,3,2,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3.33,3.67,1.67,4.17,4.5,4.0,2.67,3.5,3.83,3.62,3.48
R0532,Retail,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Mixed municipal waste,No,Operations department,2,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,2,3,3,3,3,3,3,4,4,4,3,,4,3,4,4,3,4,3,2,2,3,3,3,3,3,4,4,1,3,3,4,3,4,4,3,2,3,3,4,3,3,3,4,4,2.67,2.83,3.17,3.0,3.8,3.5,2.67,3.0,3.33,3.38,3.11
R0533,Information Technology,Medium: 50-249 employees,11-20 years,50-99,Commercial area,Plastic waste,No,Operations department,4,4,5,4,4,3,4,4,5,3,3,4,2,2,2,3,2,3,2,3,2,3,4,2,5,5,4,4,4,5,3,2,3,3,4,3,5,4,3,,3,3,4,3,3,3,3,4,4,4,4,3,5,3,3,4,4,3,4,3,4,3,4.0,3.83,2.33,2.67,4.5,3.0,3.6,3.33,3.83,3.5,3.45
R0534,Retail,Large: 250 employees or more,Less than 3 years,250 or more,Semi-urban area,Food or organic waste,Not sure,Operations department,3,3,2,2,3,2,4,4,4,4,4,5,4,4,5,5,3,5,4,5,4,4,4,4,3,4,4,4,4,3,4,3,4,2,3,3,3,4,4,4,4,5,3,4,3,3,4,4,3,3,3,2,3,3,3,2,1,3,3,3,3,3,2.5,4.17,4.33,4.17,3.67,3.17,4.0,3.5,2.83,2.62,3.59
R0535,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Mixed municipal waste,No,External waste-management agency,1,2,2,3,3,2,3,2,3,4,4,3,2,3,3,3,2,3,,3,4,5,3,3,3,3,2,2,3,3,3,2,3,4,2,3,4,4,3,3,3,4,2,2,4,4,3,3,3,2,3,3,1,3,3,4,4,3,4,4,4,4,2.17,3.17,2.67,3.6,2.67,2.83,3.5,3.0,2.5,3.75,2.9
R0536,Healthcare,Large: 250 employees or more,11-20 years,100-249,Urban area,Mixed municipal waste,Under development,Operations department,4,4,4,4,5,5,4,5,4,4,3,3,4,4,3,3,4,2,4,4,2,3,3,2,3,3,4,3,4,4,4,4,4,4,5,3,3,3,5,3,4,4,5,,5,4,4,4,4,3,5,3,4,5,3,4,3,3,3,3,3,4,4.33,3.83,3.33,3.0,3.5,4.0,3.67,4.4,4.0,3.25,3.78
R0537,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,Under development,Operations department,4,3,3,4,4,3,3,3,3,5,3,4,3,3,3,3,3,4,2,3,2,2,2,1,4,3,3,2,3,2,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,2,,2,3,3,3,3,4,4,3,5,3,3,4,4,4,3.5,3.5,3.17,2.0,2.83,3.17,2.83,2.8,3.0,3.75,2.98
R0538,Retail,Small: 10-49 employees,11-20 years,10-49,Commercial area,Paper and cardboard,Yes,Facility management team,4,4,4,3,4,4,4,3,5,3,3,3,5,5,4,5,5,3,3,3,4,4,4,2,4,4,4,4,4,,5,4,4,4,4,4,3,4,5,4,4,5,5,4,4,4,4,3,3,4,4,5,4,4,2,2,1,1,1,4,1,2,3.83,3.5,4.5,3.33,4.0,4.17,4.17,4.0,4.0,1.75,3.94
R0539,Manufacturing,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Industrial area,Paper and cardboard,No,External waste-management agency,2,1,2,3,2,3,2,1,1,2,2,2,2,3,2,3,2,2,3,3,3,3,1,2,5,3,3,4,3,3,3,1,3,2,3,4,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,3,3,3,2,3,4,3,3,3,3,3,2.17,1.67,2.33,2.5,3.5,2.67,2.67,2.5,2.5,3.0,2.5
R0540,Healthcare,Large: 250 employees or more,Less than 3 years,100-249,Urban area,Mixed municipal waste,Under development,Operations department,5,4,5,3,2,2,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,3,4,3,4,5,3,3,2,3,2,4,2,2,4,2,3,2,3,2,3,1,2,2,1,2,1,1,2,2,3,3,4,3,4,3,5,2,3.5,3.0,3.67,3.33,3.83,2.83,2.5,2.17,1.5,3.38,2.93
R0541,Manufacturing,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Mixed municipal waste,No,External waste-management agency,3,3,4,3,4,4,3,2,3,3,3,2,2,3,3,3,3,3,2,1,2,2,2,2,2,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,,3,4,2,2,1,2,1,2,2,3,5,3,,4,4,3,3,3.5,2.67,2.83,1.83,2.5,2.67,2.67,3.0,1.67,3.57,2.59
R0542,Retail,Small: 10-49 employees,Less than 3 years,10-49,Commercial area,Paper and cardboard,No,External waste-management agency,4,4,3,3,4,3,3,4,4,4,3,3,3,3,3,2,3,4,4,4,4,4,4,5,2,3,4,3,3,2,3,4,4,3,4,3,4,4,4,4,3,5,3,3,4,3,4,2,2,2,2,,2,2,4,4,3,3,4,4,3,3,3.5,3.5,3.0,4.17,2.83,3.5,4.0,3.17,2.0,3.5,3.3
R0543,Healthcare,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Paper and cardboard,Under development,Operations department,3,4,4,3,4,4,4,5,5,2,3,4,4,4,4,4,4,4,2,3,3,3,2,3,3,3,3,4,4,3,3,2,3,4,4,3,4,3,5,3,3,2,3,2,3,5,3,4,3,3,3,4,3,4,3,3,2,4,2,2,3,3,3.67,3.83,4.0,2.67,3.33,3.17,3.33,3.33,3.33,2.75,3.41
R0544,Information Technology,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Paper and cardboard,Yes,Operations department,4,3,4,4,4,3,5,5,4,4,5,5,3,1,2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,2,2,3,4,3,4,3,3,3,3,3,2,3,2,4,4,4,3,4,3,4,3,3,3,3,2,3.67,4.67,2.67,4.0,3.5,3.5,3.0,2.83,3.33,3.12,3.46
R0545,Information Technology,Small: 10-49 employees,3-5 years,10-49,Urban area,Paper and cardboard,Not sure,External waste-management agency,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,,3,4,3,4,4,2,2,2,2,2,3,4,4,4,3,3,5,3,3,4,4,3,4,4,,3,4,3,3,2,3,2,3,3,2,3,2,3.17,3.33,3.33,3.17,3.6,2.17,3.83,3.5,3.4,2.5,3.28
R0546,Hospitality/Services,Small: 10-49 employees,3-5 years,10-49,Commercial area,Mixed municipal waste,No,Operations department,2,3,3,3,4,3,4,3,4,5,4,3,3,2,3,3,2,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3,5,3,3,3,5,4,5,4,4,4,4,3,3,3,3,3,4,4,3,3,4,4,3,4,4,5,4,3,3,4,3.0,3.83,2.67,3.83,3.5,3.33,4.33,3.17,3.67,3.75,3.48
R0547,Healthcare,Micro: Fewer than 10 employees,3-5 years,10-49,Semi-urban area,Mixed municipal waste,Under development,Facility management team,3,4,4,3,5,4,3,4,3,4,3,3,4,3,4,3,3,2,4,4,5,4,4,4,2,3,3,4,2,2,4,4,3,5,3,4,3,2,4,3,2,2,5,5,3,4,,4,4,4,3,3,4,5,2,3,4,2,3,3,3,1,3.83,3.33,3.17,4.17,2.67,3.83,2.67,4.2,3.83,2.62,3.52
R0548,Retail,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Plastic waste,No,Operations department,3,3,2,4,3,2,3,4,3,4,3,4,4,2,2,3,3,3,4,4,3,3,3,3,3,4,3,3,4,4,4,3,3,5,3,3,3,3,2,2,3,3,3,4,3,4,3,3,2,2,4,2,3,3,3,4,3,3,3,2,2,4,2.83,3.5,2.83,3.33,3.5,3.5,2.67,3.33,2.67,3.0,3.13
R0549,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Semi-urban area,Paper and cardboard,Yes,Operations department,3,3,2,2,4,4,4,,2,4,4,5,3,3,4,3,3,3,4,3,3,4,4,5,3,3,3,3,3,2,4,4,4,3,4,3,3,2,3,2,4,2,4,2,3,2,3,3,4,5,4,4,4,5,2,3,3,3,1,2,2,2,3.0,3.8,3.17,3.83,2.83,3.67,2.67,2.83,4.33,2.25,3.35
R0550,Manufacturing,Large: 250 employees or more,6-10 years,100-249,Industrial area,Plastic waste,Under development,External waste-management agency,5,4,4,4,5,4,4,4,2,4,3,4,5,4,,4,4,4,4,2,4,3,4,3,4,4,2,2,4,3,4,3,4,3,4,5,4,4,4,4,4,4,4,4,5,4,4,3,2,4,4,2,3,3,3,2,4,2,3,2,1,2,4.33,3.5,4.2,3.33,3.17,3.83,4.0,4.0,3.0,2.38,3.71
R0551,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Urban area,Plastic waste,Under development,External waste-management agency,3,4,4,4,3,4,2,3,3,3,4,4,4,4,5,5,5,4,3,3,4,3,3,3,3,3,4,3,4,3,3,3,4,3,4,5,4,5,4,4,4,5,3,1,2,3,2,5,3,4,4,3,2,3,5,3,4,4,4,3,3,4,3.67,3.17,4.5,3.17,3.33,3.67,4.33,2.67,3.17,3.75,3.52
R0552,Manufacturing,Large: 250 employees or more,3-5 years,250 or more,Urban area,Mixed municipal waste,Under development,Facility management team,3,5,5,5,,4,4,5,3,3,4,3,5,4,4,4,3,5,2,4,3,4,2,3,4,5,4,3,4,3,5,4,4,4,5,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,4,3,3,1,3,3,4.4,3.67,4.17,3.0,3.83,4.33,3.33,3.67,3.5,3.0,3.77
R0553,Retail,Medium: 50-249 employees,3-5 years,50-99,Commercial area,Mixed municipal waste,No,Environmental or sustainability department,3,3,3,5,3,5,4,5,4,4,4,5,4,3,5,4,5,4,4,2,5,3,5,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,2,4,5,4,4,5,4,4,4,4,4,4,3,3,3,3,3,2,3,4,4,3.67,4.33,4.17,3.67,3.5,3.67,2.83,4.33,3.83,3.12,3.78
R0554,Information Technology,Large: 250 employees or more,3-5 years,250 or more,Semi-urban area,Food or organic waste,Yes,Facility management team,4,5,4,4,4,4,3,3,4,3,4,3,4,4,5,,3,4,5,4,5,4,5,4,4,4,5,4,4,5,4,3,3,5,2,4,5,4,5,4,3,4,5,4,5,5,5,5,3,4,3,3,4,4,4,3,3,1,,5,2,3,4.17,3.33,4.0,4.5,4.33,3.5,4.17,4.83,3.5,3.0,4.04
R0555,Healthcare,Large: 250 employees or more,Less than 3 years,100-249,Urban area,Mixed municipal waste,Not sure,Operations department,4,4,,4,4,3,3,3,2,3,2,2,3,3,3,4,3,3,4,4,4,4,4,3,3,4,3,2,3,2,4,3,2,5,4,4,3,3,4,,3,4,3,4,3,4,3,3,2,2,3,3,3,4,3,3,3,5,2,3,2,3,3.8,2.5,3.17,3.83,2.83,3.67,3.4,3.33,2.83,3.0,3.26
R0556,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Paper and cardboard,Yes,External waste-management agency,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
